Plot,Total_Cover,Scientific_name,Species_name,Sp_Cover,Flower,Fruit,Seedling_Only,Canopy_Cover,Intercept_Rank,Collected,Unkn_No.(MCG001),Comments,Date,Botanist,Assistant,Clean up Notes
13,"""96-100""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,Y,NA,NA,,,,8/11/21,Mary-Claire,,
13,"""96-100""",Setaria viridis,green bristlegrass,"""<1""",NA,Y,NA,NA,NA,,,VIRIDIS,8/11/21,Mary-Claire,,
13,"""96-100""",Silene stellata,starry campion,"""1-5""",Y,NA,NA,NA,NA,,,,8/11/21,Mary-Claire,,
13,"""96-100""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",Y,NA,NA,NA,NA,,,,8/11/21,Mary-Claire,,
13,"""96-100""",Solidago canadensis,Canada goldenrod,"""76-95""",NA,NA,NA,NA,1,,,,8/11/21,Mary-Claire,,
13,"""96-100""",Symphyotrichum novae-angliae,New England aster,"""6-25""",NA,NA,NA,NA,2,,,,8/11/21,Mary-Claire,,
13,"""96-100""",Tradescantia ohiensis,bluejacket,"""1-5""",NA,NA,NA,NA,4,,,,8/11/21,Mary-Claire,,
14,"""96-100""",Ageratina altissima,white snakeroot,"""6-25""",Y,NA,NA,NA,2,,,,8/11/21,Isaac,,
14,"""96-100""",Ambrosia artemisiifolia,annual ragweed,"""26-50""",Y,NA,NA,NA,1,,,,8/11/21,Isaac,,
14,"""96-100""",Asclepias syriaca,common milkweed,"""6-25""",NA,Y,NA,NA,NA,,,,8/11/21,Isaac,,
14,"""96-100""",Circaea canadensis,broadleaf enchanter's nightshade,"""1-5""",NA,NA,NA,NA,NA,,,,8/11/21,Isaac,,
14,"""96-100""",Oxalis stricta,common yellow oxalis,"""<1""",Y,NA,NA,NA,NA,,,,8/11/21,Isaac,,
14,"""96-100""",Phalaris arundinacea,reed canarygrass,"""<1""",NA,NA,NA,NA,NA,,,,8/11/21,Isaac,,
14,"""96-100""",Pilea fontana,lesser clearweed,"""1-5""",NA,NA,NA,NA,NA,,,,8/11/21,Isaac,,
14,"""96-100""",Silene stellata,starry campion,"""6-25""",Y,NA,NA,NA,4,,,,8/11/21,Isaac,,
14,"""96-100""",Solidago canadensis,Canada goldenrod,"""6-25""",NA,NA,NA,NA,3,,,,8/11/21,Isaac,,
14,"""96-100""",Viola sp.,voilet sp.,"""<1""",NA,NA,NA,NA,NA,,,,8/11/21,Isaac,,
15,"""96-100""",Ageratina altissima,white snakeroot,"""6-25""",Y,NA,NA,NA,NA,,,,8/26/21,Isaac,,
15,"""96-100""",Andropogon gerardi,big bluestem,"""6-25""",Y,NA,NA,NA,2,,,,8/26/21,Isaac,,
15,"""96-100""",Arnoglossum atriplicifolium,pale Indian plantain,"""<1""",NA,NA,Y,NA,NA,,,,8/26/21,Isaac,,
15,"""96-100""",Baptisia alba,white wild indigo,"""26-50""",NA,NA,NA,NA,1,,,,8/26/21,Isaac,,
15,"""96-100""",Erechtites hieraciifolius,American burnweed,"""<1""",Y,NA,NA,NA,NA,,,,8/26/21,Isaac,,
15,"""96-100""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,,
15,"""96-100""",Rhus glabra,smooth sumac,"""6-25""",NA,NA,NA,NA,4,,,,8/26/21,Isaac,,
15,"""96-100""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
15,"""96-100""",Solidago gigantea,giant goldenrod,"""26-50""",NA,NA,NA,NA,3,,,,8/26/21,Isaac,Zoe B.,
15,"""96-100""",Tradescantia ohiensis,bluejacket,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
16,"""96-100""",Andropogon gerardi,big bluestem,"""26-50""",Y,NA,NA,NA,1,,,,8/26/21,Isaac,Zoe B.,
16,"""96-100""",Baptisia alba,white wild indigo,"""26-50""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
16,"""96-100""",Cuscuta gronovii,scaldweed,"""1-5""",NA,Y,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
16,"""96-100""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,Y,NA,NA,,,,8/26/21,Isaac,Zoe B.,
16,"""96-100""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
16,"""96-100""",Solidago canadensis,Canada goldenrod,"""6-25""",NA,NA,NA,NA,2,,,,8/26/21,Isaac,Zoe B.,
16,"""96-100""",Tradescantia ohiensis,bluejacket,"""<1""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
17,"""76-95""",Ageratina altissima,white snakeroot,"""6-25""",Y,NA,NA,NA,3,,,,8/26/21,Isaac,Zoe B.,
17,"""76-95""",Asparagus officinalis,garden asparagus,"""1-5""",NA,Y,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
17,"""76-95""",Monarda fistulosa,wild bergamot,"""<1""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
17,"""76-95""",Oxalis stricta,common yellow oxalis,"""<1""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
17,"""76-95""",Phalaris arundinacea,reed canarygrass,"""6-25""",NA,NA,NA,NA,2,,,,8/26/21,Isaac,Zoe B.,
17,"""76-95""",Rhus glabra,smooth sumac,"""<1""",NA,NA,Y,NA,NA,,,,8/26/21,Isaac,Zoe B.,
17,"""76-95""",Silene stellata,starry campion,"""1-5""",NA,Y,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
17,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,Y,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
17,"""76-95""",Solidago canadensis,Canada goldenrod,"""51-75""",Y,NA,NA,NA,1,,,,8/26/21,Isaac,Zoe B.,
17,"""76-95""",Viola sp.,voilet sp.,"""<1""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
18,"""76-95""",Ageratina altissima,white snakeroot,"""6-25""",Y,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
18,"""76-95""",Andropogon gerardi,big bluestem,"""51-75""",Y,NA,NA,NA,1,,,,8/26/21,Isaac,Zoe B.,
18,"""76-95""",Baptisia alba,white wild indigo,"""1-5""",NA,NA,NA,NA,2,,,,8/26/21,Isaac,Zoe B.,
18,"""76-95""",Hackelia virginiana,beggarslice,"""<1""",NA,NA,NA,NA,4,,,,8/26/21,Isaac,Zoe B.,
18,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,Y,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
18,"""76-95""",Rhus glabra,smooth sumac,"""<1""",NA,NA,Y,NA,NA,,,,8/26/21,Isaac,Zoe B.,
18,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",Y,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
18,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,3,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Ageratina altissima,white snakeroot,"""6-25""",Y,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Andropogon gerardi,big bluestem,"""26-50""",Y,NA,NA,NA,1,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Asclepias syriaca,common milkweed,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Circaea canadensis,broadleaf enchanter's nightshade,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Convolvulus arvensis,field bindweed,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Cornus racemosa,gray dogwood,"""6-25""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Euphorbia corollata,flowering spurge,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Helianthus grosseserratus,Saw-tooth Sunflower,"""26-50""",Y,NA,NA,NA,2,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Helianthus hirsutus,hairy sunflower,"""<1""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Hypericum perforatum,common St. Johnswort,"""<1""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Monarda fistulosa,wild bergamot,"""<1""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,Y,NA,4,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Rosa blanda,smooth rose,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,3,,,,8/26/21,Isaac,Zoe B.,
19,"""96-100""",Tradescantia ohiensis,bluejacket,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Ageratina altissima,white snakeroot,"""6-25""",Y,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Ambrosia trifida,great ragweed,"""6-25""",Y,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Asclepias syriaca,common milkweed,"""6-25""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Celastrus orbiculatus,Oriental bittersweet,"""26-50""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Convolvulus arvensis,field bindweed,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Geum triflorum,old man's whiskers,"""1-5""",NA,Y,NA,NA,3,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Hackelia virginiana,beggarslice,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Leersia oryzoides,rice cutgrass,"""<1""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Oxalis dillenii,slender yellow woodsorrel,"""1-5""",NA,Y,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Pilea fontana,lesser clearweed,"""26-50""",Y,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Rubus occidentalis,black raspberry,"""6-25""",NA,NA,NA,NA,2,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Solanum dulcamara,climbing nightshade,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,1,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Symphyotrichum lateriflorum,calico aster,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
20,"""96-100""",Vitis riparia,riverbank grape,"""1-5""",NA,NA,NA,NA,NA,,,,8/26/21,Isaac,Zoe B.,
21,"""51-75""",Ageratina altissima,white snakeroot,"""1-5""",Y,NA,NA,NA,NA,,,,8/23/21,Isaac,,
21,"""51-75""",Andropogon gerardi,big bluestem,"""6-25""",Y,NA,NA,NA,NA,,,,8/23/21,Isaac,,
21,"""51-75""",Circaea canadensis,broadleaf enchanter's nightshade,"""6-25""",NA,Y,NA,NA,NA,,,,8/23/21,Isaac,,
21,"""51-75""",Cornus racemosa,gray dogwood,"""6-25""",NA,NA,NA,NA,NA,,,,8/23/21,Isaac,,
21,"""51-75""",Erigeron annuus,eastern daisy fleabane,"""1-5""",Y,NA,NA,NA,NA,,,,8/23/21,Isaac,,
21,"""51-75""",Hypericum perforatum,common St. Johnswort,"""6-25""",NA,NA,NA,NA,NA,,,,8/23/21,Isaac,,
21,"""51-75""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,3,,,,8/23/21,Isaac,,
21,"""51-75""",Rhus glabra,smooth sumac,"""6-25""",NA,NA,NA,NA,2,,,,8/23/21,Isaac,,
21,"""51-75""",Rosa arkansana,prairie rose,"""1-5""",NA,NA,NA,NA,NA,,,,8/23/21,Isaac,,
21,"""51-75""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,NA,NA,NA,NA,,,,8/23/21,Isaac,,
21,"""51-75""",Solidago canadensis,Canada goldenrod,"""51-75""",NA,NA,NA,NA,1,,,,8/23/21,Isaac,,
21,"""51-75""",Thalictrum dioicum,early meadow-rue,"""1-5""",NA,NA,NA,NA,NA,,,,8/23/21,Isaac,,
21,"""51-75""",Tradescantia ohiensis,bluejacket,"""1-5""",NA,NA,NA,NA,NA,,,,8/23/21,Isaac,,
21,"""51-75""",Viola sp.,voilet sp.,"""1-5""",NA,NA,NA,NA,NA,,,,8/23/21,Isaac,,
22,"""76-95""",Andropogon gerardi,big bluestem,"""26-50""",Y,NA,NA,NA,1,,,,8/23/21,Mary-Claire,,
22,"""76-95""",Baptisia alba,white wild indigo,"""6-25""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
22,"""76-95""",Euphorbia corollata,flowering spurge,"""1-5""",Y,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
22,"""76-95""",Helianthus grosseserratus,Saw-tooth Sunflower,"""6-25""",Y,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
22,"""76-95""",Helianthus hirsutus,hairy sunflower,"""1-5""",Y,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
22,"""76-95""",Hypericum perforatum,common St. Johnswort,"""<1""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
22,"""76-95""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,Y,NA,3,,,,8/23/21,Mary-Claire,,
22,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,Y,NA,NA,NA,,,,8/23/21,Mary-Claire,,
22,"""76-95""",Solidago canadensis,Canada goldenrod,"""51-75""",NA,NA,NA,NA,2,,,,8/23/21,Mary-Claire,,
22,"""76-95""",Tradescantia ohiensis,bluejacket,"""<1""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
23,"""96-100""",Andropogon gerardi,big bluestem,"""26-50""",Y,NA,NA,NA,1,,,,8/23/21,Isaac,,
23,"""96-100""",Baptisia alba,white wild indigo,"""1-5""",NA,NA,NA,NA,NA,,,,8/23/21,Isaac,,
23,"""96-100""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,Y,NA,NA,,,,8/23/21,Isaac,,
23,"""96-100""",Rosa arkansana,prairie rose,"""1-5""",NA,NA,NA,NA,1,,,,8/23/21,Isaac,,
23,"""96-100""",Solidago canadensis,Canada goldenrod,"""51-75""",Y,NA,NA,NA,NA,,,,8/23/21,Isaac,,
23,"""96-100""",Tradescantia ohiensis,bluejacket,"""<1""",NA,NA,NA,NA,NA,,,,8/23/21,Isaac,,
24,"""96-100""",Andropogon gerardi,big bluestem,"""6-25""",Y,NA,NA,NA,1,,,,8/23/21,Mary-Claire,,
24,"""96-100""",Celastrus orbiculatus,Oriental bittersweet,"""6-25""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
24,"""96-100""",Cuscuta gronovii,scaldweed,"""<1""",Y,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
24,"""96-100""",Desmodium canadense,showy ticktrefoil,"""<1""",NA,NA,Y,NA,NA,,,,8/23/21,Mary-Claire,,
24,"""96-100""",Erechtites hieraciifolius,American burnweed,"""<1""",Y,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
24,"""96-100""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,Y,NA,NA,,,,8/23/21,Mary-Claire,,
24,"""96-100""",Solidago canadensis,Canada goldenrod,"""76-95""",Y,NA,NA,NA,2,,,,8/23/21,Mary-Claire,,
24,"""96-100""",Tradescantia ohiensis,bluejacket,"""1-5""",NA,NA,NA,NA,3,,,,8/23/21,Mary-Claire,,
25,"""96-100""",Andropogon gerardi,big bluestem,"""6-25""",Y,NA,NA,NA,1,,,,8/23/21,Isaac,,
25,"""96-100""",Circaea canadensis,broadleaf enchanter's nightshade,"""1-5""",NA,NA,NA,NA,NA,,,,8/23/21,Isaac,,
25,"""96-100""",Cornus racemosa,gray dogwood,"""6-25""",NA,NA,NA,NA,3,,,,8/23/21,Isaac,,
25,"""96-100""",Helianthus grosseserratus,Saw-tooth Sunflower,"""<1""",NA,NA,Y,NA,NA,,,,8/23/21,Isaac,,
25,"""96-100""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,4,,,,8/23/21,Isaac,,
25,"""96-100""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",Y,NA,NA,NA,NA,,,,8/23/21,Isaac,,
25,"""96-100""",Solidago canadensis,Canada goldenrod,"""76-95""",NA,NA,NA,NA,2,,,,8/23/21,Isaac,,
26,"""96-100""",Ageratina altissima,white snakeroot,"""26-50""",Y,NA,NA,NA,3,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Athyrium filix-femina,common ladyfern,"""<1""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Celastrus orbiculatus,Oriental bittersweet,"""6-25""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Circaea canadensis,broadleaf enchanter's nightshade,"""1-5""",NA,Y,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Cirsium arvense,Canada thistle,"""1-5""",NA,Y,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Epilobium coloratum,purpleleaf willowherb,"""<1""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Erigeron strigosus,prairie fleabane,"""6-25""",Y,Y,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Galium triflorum,fragrant bedstraw,"""6-25""",NA,Y,NA,NA,5,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Hackelia virginiana,beggarslice,NA,NA,Y,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Monarda fistulosa,wild bergamot,"""<1""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Oxalis stricta,common yellow oxalis,"""1-5""",Y,Y,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Rubus allegheniensis,Allegheny blackberry,"""6-25""",NA,NA,NA,NA,4,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Rubus occidentalis,black raspberry,"""1-5""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Setaria viridis,green bristlegrass,"""<1""",NA,Y,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Solidago canadensis,Canada goldenrod,"""26-50""",NA,NA,NA,NA,2,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Solidago gigantea,giant goldenrod,"""6-25""",Y,NA,NA,NA,1,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Symphyotrichum lateriflorum,calico aster,"""1-5""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Verbena urticifolia,white vervain,"""6-25""",NA,Y,NA,NA,NA,,,,8/23/21,Mary-Claire,,
26,"""96-100""",Viola sp.,voilet sp.,"""1-5""",NA,NA,NA,NA,NA,,,,8/23/21,Mary-Claire,,
27,"""96-100""",Ageratina altissima,white snakeroot,"""1-5""",NA,NA,NA,NA,NA,,,"kind of looks like a hyssop, but no square stem. ",6/23/21,Isaac,,
27,"""96-100""",Andropogon gerardi,big bluestem,"""6-25""",NA,NA,NA,NA,1,,,,6/23/21,Isaac,,
27,"""96-100""",Arnoglossum atriplicifolium,pale Indian plantain,"""1-5""",NA,NA,NA,NA,NA,,,,6/23/21,Isaac,,
27,"""96-100""",Carex sp.,sedge sp.,"""<1""",NA,NA,NA,NA,NA,Y,,same as 28,6/23/21,Isaac,,
27,"""96-100""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,NA,NA,NA,NA,,,,6/23/21,Isaac,,
27,"""96-100""",Euphorbia corollata,flowering spurge,"""1-5""",NA,NA,NA,NA,NA,,,,6/23/21,Isaac,,
27,"""96-100""",Helianthus strumosus,paleleaf woodland sunflower,"""6-25""",NA,NA,NA,NA,NA,,,,6/23/21,Isaac,,
27,"""96-100""",Hypericum perforatum,common St. Johnswort,"""1-5""",NA,NA,NA,NA,NA,,,,6/23/21,Isaac,,
27,"""96-100""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,6/23/21,Isaac,,
27,"""96-100""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,NA,NA,3,,,,6/23/21,Isaac,,
27,"""96-100""",Rosa arkansana,prairie rose,"""1-5""",NA,NA,NA,NA,NA,,,,6/23/21,Isaac,,
27,"""96-100""",Rubus allegheniensis,Allegheny blackberry,"""6-25""",NA,NA,NA,NA,NA,,,,6/23/21,Isaac,,
27,"""96-100""",Silphium integrifolium,wholeleaf rosinweed,"""26-50""",NA,NA,NA,NA,NA,,,,6/23/21,Isaac,,
27,"""96-100""",Solidago canadensis,Canada goldenrod,"""6-25""",NA,NA,NA,NA,2,,,,6/23/21,Isaac,,
27,"""96-100""",Symphyotrichum cordifolium,heart-leaved aster,"""6-25""",NA,NA,NA,NA,NA,,,,6/23/21,Isaac,,
27,"""96-100""",Tradescantia ohiensis,bluejacket,"""1-5""",NA,NA,NA,NA,NA,,,,6/23/21,Isaac,,
28,"""96-100""",Andropogon gerardi,big bluestem,"""51-75""",NA,NA,NA,NA,1,,,,6/23/21,Mary-Claire,,
28,"""96-100""",Arnoglossum atriplicifolium,pale Indian plantain,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
28,"""96-100""",Baptisia alba,white wild indigo,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
28,"""96-100""",Carex sp.,sedge sp.,"""1-5""",NA,NA,NA,NA,3,,,"Med green 2mm wide 1ft tall, branches at base, base brown red with fibers, outer sheath straight clear, inner sh U, same as 27",6/23/21,Mary-Claire,,
28,"""96-100""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
28,"""96-100""",Hypericum perforatum,common St. Johnswort,"""<1""",NA,NA,NA,NA,NA,,,,6/23/21,Mary-Claire,,
28,"""96-100""",Silphium integrifolium,wholeleaf rosinweed,"""6-25""",NA,NA,NA,NA,NA,,,,6/23/21,Mary-Claire,,
28,"""96-100""",Solidago canadensis,Canada goldenrod,"""6-25""",NA,NA,NA,NA,2,,,,6/23/21,Mary-Claire,,
28,"""96-100""",Tradescantia ohiensis,bluejacket,"""1-5""",Y,NA,NA,NA,NA,,,,6/23/21,Mary-Claire,,
29,"""76-95""",Andropogon gerardi,big bluestem,"""6-25""",NA,NA,NA,NA,NA,,,,6/23/21,Mary-Claire,,
29,"""76-95""",Baptisia alba,white wild indigo,"""6-25""",Y,NA,NA,NA,1,,,,6/23/21,Mary-Claire,,
29,"""76-95""",Carex sp.,sedge sp.,"""26-50""",NA,NA,NA,NA,4,,,same as 27&28,6/23/21,Mary-Claire,,
29,"""76-95""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
29,"""76-95""",Rhus glabra,smooth sumac,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
29,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,NA,NA,NA,3,,,,6/23/21,Mary-Claire,,
29,"""76-95""",Solidago canadensis,Canada goldenrod,"""51-75""",NA,NA,NA,NA,2,,,,6/23/21,Mary-Claire,,
29,"""76-95""",Tradescantia ohiensis,bluejacket,"""1-5""",Y,NA,NA,NA,NA,,,,6/23/21,Mary-Claire,,
30,"""76-95""",Andropogon gerardi,big bluestem,"""6-25""",NA,NA,NA,NA,1,,,,6/23/21,Mary-Claire,,
30,"""76-95""",Circaea canadensis,broadleaf enchanter's nightshade,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
30,"""76-95""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
30,"""76-95""",Physalis heterophylla,clammy groundcherry,"""1-5""",Y,NA,NA,NA,NA,,,,6/23/21,Mary-Claire,,
30,"""76-95""",Rhus glabra,smooth sumac,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
30,"""76-95""",Solidago canadensis,Canada goldenrod,"""76-95""",NA,NA,NA,NA,2,,,,6/23/21,Mary-Claire,,
30,"""76-95""",Tradescantia ohiensis,bluejacket,"""1-5""",Y,NA,NA,NA,NA,,,,6/23/21,Mary-Claire,,
31,"""76-95""",Andropogon gerardi,big bluestem,"""6-25""",NA,NA,NA,NA,1,,,,6/23/21,Isaac,,
31,"""76-95""",Oxalis stricta,common yellow oxalis,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Isaac,,
31,"""76-95""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,Y,NA,NA,,,,6/23/21,Isaac,,
31,"""76-95""",Solidago canadensis,Canada goldenrod,"""51-75""",NA,NA,NA,NA,2,,,,6/23/21,Isaac,,
31,"""76-95""",Tradescantia ohiensis,bluejacket,"""6-25""",Y,NA,NA,NA,NA,,,,6/23/21,Isaac,,
32,"""76-95""",Asclepias syriaca,common milkweed,"""1-5""",NA,NA,NA,NA,NA,,,,6/23/21,Mary-Claire,,
32,"""76-95""",Calamagrostis canadensis,bluejoint grass,"""<1""",NA,NA,NA,NA,NA,,,,6/23/21,Mary-Claire,,
32,"""76-95""",Carex sp.,sedge sp.,"""1-5""",NA,NA,NA,NA,NA,,,same as 27&28,6/23/21,Mary-Claire,,
32,"""76-95""",Circaea canadensis,broadleaf enchanter's nightshade,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
32,"""76-95""",Cirsium discolor,field thistle,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
32,"""76-95""",Cornus racemosa,gray dogwood,"""6-25""",NA,NA,NA,NA,1,,,,6/23/21,Mary-Claire,,
32,"""76-95""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
32,"""76-95""",Erigeron annuus,eastern daisy fleabane,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
32,"""76-95""",Gentiana alba,cream gentian,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
32,"""76-95""",Heliopsis helianthoides,smooth oxeye,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
32,"""76-95""",Hypericum perforatum,common St. Johnswort,"""1-5""",NA,NA,NA,NA,NA,,,,6/23/21,Mary-Claire,,
32,"""76-95""",Monarda fistulosa,wild bergamot,"""<1""",NA,NA,Y,NA,NA,,,,6/23/21,Mary-Claire,,
32,"""76-95""",Oxalis stricta,common yellow oxalis,"""1-5""",NA,NA,NA,NA,NA,,,,6/23/21,Mary-Claire,,
